id,design,varied,bottle,fill,pitch,approach,yaw,dx,dy,neck_mm,bottle_d_mm,liquid_mm,liquid_g,dive_target_mm,diverged,wall_s,sim_s,contacts_pads_bottle,contacts_blades_cap,contacts_pipette_bottle,contacts_pipette_clamp,contacts_rig_floor,contacts_pads_floor,contacts_pipette_floor,contacts_rig_bottle,contacts_clamp_rig,contacts_clamp_pads,contacts_pipette_rig,table_hit_s,thread_released_s,thread_reengaged_s,slip_mm,tilt_in_hand_deg,track_worst,pad_height_mm,pad_planned_mm,lift_mm,cap_rise_mm,blade_contacts,cap_off_axis_mm,cap_to_seat_mm,tip_off_axis_mm,tip_height_mm,tip_submerged_mm,bottle_tilt_dive_deg,liquid_to_shoulder_mm,recap_lift_mm,cap_end_mm,placed_error_mm,placed_tilt_deg,placed_z_mm,ok_table,ok_rig_clear,ok_grip,ok_lift,ok_uncap,ok_cap_away,ok_reach_liquid,ok_recap,ok_place,first_failure,success,blade_slip_turns,seated,seat_torque_Nm,seat_extra_turns,seat_hold_s,error
A-30ml-f0.25-p+20.0-above-y0-x+0.0-y+0.0,A,pitch,30,0.25,20,above,0,0,0,20,31.74802103936399,12.11256004651333,6.975340422317517,21.48270134647077,False,98.35,28.4,160970,12541,9813,0,0,0,0,0,0,0,0,,,,20.52192973314152,20.190415564508395,9.808404523188985,38.917313915529675,40.60154996848948,101.69710406072157,-3.296138494449055,12541,3.1059669312645317,128.89053172310642,16.17354319543502,40.461188696062116,-26.730179344248427,18.02381100529299,33.21231722636812,,1.1077223067355138,23.680491014992064,20.831420612401534,108.80113684537302,True,True,True,False,False,False,False,False,False,lift,False,,False,,,0.0,
A-30ml-f0.25-p+0.0-side-y0-x+0.0-y+0.0,A,approach,30,0.25,0,side,0,0,0,20,31.74802103936399,12.11256004651333,6.975340422317517,21.48270134647077,False,99.48,28.4,500546,7644,72318,2347,0,0,0,39677,0,0,0,,9.388999999999983,,5.671256177850272,5.596803086501309,10.342942161452727,40.36598268028846,40.60154996848948,99.09058673074684,2.1049264163183827,7644,0.7697724736438034,123.34623482140401,11.283101182395606,51.12100214273201,-37.49598642622229,3.0076127830246406,37.04270637762146,,6.179966382783936,99.74835015305752,0.5483018319071234,0.0675067102514672,True,True,True,False,True,False,False,False,False,lift,False,-0.0450693615519865,False,,,0.0,
A-30ml-f0.25-p+0.0-above-y0-x+0.0-y+0.0,A,nominal,30,0.25,0,above,0,0,0,20,31.74802103936399,12.11256004651333,6.975340422317517,21.48270134647077,False,99.72,28.4,485896,7692,54165,2431,0,0,0,45889,0,0,0,,9.386999999999981,,5.602414465644539,5.502847484987255,9.808286060464022,40.3661133938351,40.60154996848948,99.09039149620665,2.18780920664214,7692,0.8028057267230597,123.47316121021619,11.359136992127112,50.597607122341124,-36.99734603863339,3.049783560316479,37.032344443800504,,6.013673215276736,2.666501398571925,2.935375232011325,99.85573555874419,True,True,True,False,True,False,False,False,False,lift,False,-0.05075164621103091,False,,,0.0,
A-30ml-f0.50-p-10.0-above-y0-x+0.0-y+0.0,A,pitch,30,0.5,-10,above,0,0,0,20,31.74802103936399,24.22512009302666,13.950680844635034,32.70782143949743,False,48.3,28.4,362283,35052,13103,0,0,0,0,0,0,0,0,,9.307499999999884,,9.987705582595444,7.916042962256774,9.797855949614659,40.28799709160737,40.60154996848948,99.22866134578972,2.9870174162856604,35052,87.27800774283018,3.010672632859458,1.4311935295887748,17.751140425445193,8.255247308288444,9.055445858150712,23.43027644109484,,715.3207537808256,13.59664607980571,0.042249685087686534,0.0013585986714872154,True,True,True,False,True,True,False,False,False,lift,False,0.6130422361401442,False,,,0.0,
A-30ml-f0.25-p+0.0-above-y180-x+0.0-y+0.0,A,yaw,30,0.25,0,above,180,0,0,20,31.74802103936399,12.11256004651333,6.975340422317517,21.48270134647077,False,105.53,28.4,517965,12320,27643,0,0,0,0,18379,0,0,0,,9.385499999999979,,5.691376154057461,8.322213540794403,9.807868775953132,40.36685339620808,40.60154996848948,99.08897267071904,2.237774997942539,12320,0.7721311552369621,123.26411034434896,11.32293880420797,50.2833539929335,-36.655189205393306,3.0270677703040034,37.037926122771864,,5.030485808844613,13.896673784488057,5.719623429034721,99.2293423352167,True,True,True,False,True,False,False,False,False,lift,False,-0.05351421290725402,False,,,0.0,
A-30ml-f0.25-p+0.0-above-y0-x-6.0-y+0.0,A,dx,30,0.25,0,above,0,-6,0,20,31.74802103936399,12.11256004651333,6.975340422317517,21.48270134647077,False,106.5,28.4,338288,8833,15292,0,0,0,0,93913,0,0,0,,,,12.009176841507639,11.497222426133954,9.807754623823142,40.2347422397829,40.60154996848948,99.45211049907644,-1.5489002042935394,8833,4.0959221039328275,121.59155271809144,11.216637082675893,66.07717603553306,-51.388748578895225,8.691157333033901,35.63427312867425,,4.9098582514507445,10.530954559562504,12.280725880800656,100.30982042259016,True,True,True,False,False,False,False,False,False,lift,False,,False,,,0.0,
A-30ml-f0.25-p+0.0-above-y0-x+0.0-y-6.0,A,dy,30,0.25,0,above,0,0,-6,20,31.74802103936399,12.11256004651333,6.975340422317517,21.48270134647077,False,119.64,28.4,409717,8775,16072,0,0,0,0,0,0,0,0,,,,14.731068496124491,11.789434329982537,9.808242767621953,39.67638166894704,40.60154996848948,99.31482255912701,-2.3205068086338403,8775,1.0687093521496116,126.8375616846984,12.742467976367365,53.350469861451685,-39.6087681437904,2.7998602931990137,37.09374250876079,,3.351790137401909,19.63948620745965,4.5244004700330995,99.99295895662911,True,True,True,False,False,False,False,False,False,lift,False,,False,,,0.0,
A-30ml-f0.50-p+5.0-above-y0-x+0.0-y+0.0,A,pitch,30,0.5,5,above,0,0,0,20,31.74802103936399,24.22512009302666,13.950680844635034,32.70782143949743,False,54.35,28.46,282855,64546,9617,0,0,0,0,0,0,0,0,,8.459499999998847,20.396499999997815,5.468592271991515,1.5515847861632968,9.797925065424707,39.82518384385066,40.60154996848948,99.63463776256744,4.229043890357658,64546,82.47533276333122,0.9440634482715553,0.973716824464037,18.333525127960662,7.823759549614895,2.6001622052934548,25.03022288739546,0.8394768907591168,1.284464201931126,11.584403149186878,0.17720495886078466,0.034880285269482995,True,True,True,False,True,True,False,True,False,lift,False,0.08439636740126229,True,0.12559130233066623,0.016913714233175222,0.058,
A-30ml-f0.50-p+0.0-above-y0-x+0.0-y+0.0,A,nominal,30,0.5,0,above,0,0,0,20,31.74802103936399,24.22512009302666,13.950680844635034,32.70782143949743,False,70.64,28.4,412192,40369,88959,2370,0,0,0,0,0,0,0,,8.61649999999904,,4.813543831173616,1.0288701827253015,9.810127234610984,40.37357112443658,40.60154996848948,99.08737394429697,4.2418283844845375,40369,82.10616279568143,5.864836076174062,2.252528606544574,39.59089915891465,-13.400939886133777,0.7349599124659267,25.487676871930812,,58.609963409431906,28.443572054390913,8.621104559292085,113.40682773694742,True,True,True,False,True,False,False,False,False,lift,False,-0.05517541452110766,False,,,0.0,
A-30ml-f0.50-p-5.0-above-y0-x+0.0-y+0.0,A,pitch,30,0.5,-5,above,0,0,0,20,31.74802103936399,24.22512009302666,13.950680844635034,32.70782143949743,False,77.06,31.4,467030,29944,20505,0,0,0,0,0,0,0,0,,9.324499999999905,26.489999999983613,6.52593687813704,2.393216541953839,9.810154178560515,39.698627743417994,40.60154996848948,99.81920331465884,2.506756557001534,29944,90.62751326164104,2.8089696579943046,2.093589698063919,35.455046993035594,-9.221049716619135,2.7958823898580336,24.982159486479937,-0.19425219540270536,0.9959333444302451,9.356505823521465,2.7608691597273194,100.67623200371177,True,True,True,False,True,True,False,True,False,lift,False,0.5404448422258913,False,,,3.0,
A-30ml-f0.50-p+20.0-above-y0-x+0.0-y+0.0,A,pitch,30,0.5,20,above,0,0,0,20,31.74802103936399,24.22512009302666,13.950680844635034,32.70782143949743,False,59.51,28.4,73632,14898,5798,0,0,0,0,0,0,0,0,,,,7.295744345288337,3.480870856858468,9.797849698538245,39.156226699314814,40.60154996848948,101.96242386469387,-0.40239558792851127,14898,2.022470397020774,125.73692821729446,7.7725327126980845,14.653860970857574,9.69819155749889,12.064055792155127,22.667271559834163,,1.4545703533816252,5.865726833661709,3.5725157027934764,0.8656558472914051,True,True,True,False,False,False,False,False,True,lift,False,,False,,,0.0,
A-30ml-f0.50-p+0.0-above-y0-x-3.0-y+0.0,A,dx,30,0.5,0,above,0,-3,0,20,31.74802103936399,24.22512009302666,13.950680844635034,32.70782143949743,False,46.6,31.4,373726,93694,0,0,0,0,0,0,0,0,0,,8.10099999999841,19.60049999999967,6.403927534249332,0.4204071637200806,9.810120423283948,40.28195550039598,40.60154996848948,99.33130453122702,5.519888444762512,93694,87.09066891523167,0.3842939717870687,1.0366832450914196,16.083340275757905,10.13922153800291,1.1489627328330916,25.38620686955132,0.23104862434281212,0.7465325210681262,19.08173613102341,1.1735105975636362,99.98045642674302,True,True,True,False,True,True,True,True,False,lift,False,0.11102411742006356,False,,,3.0,
A-30ml-f0.50-p+10.0-above-y0-x+0.0-y+0.0,A,pitch,30,0.5,10,above,0,0,0,20,31.74802103936399,24.22512009302666,13.950680844635034,32.70782143949743,False,73.1,28.46,259022,16798,28454,0,0,0,0,37,0,0,0,,9.502000000000121,19.851999999999084,5.202278477546992,5.334309923602899,9.79778529353565,40.175809618001296,40.60154996848948,99.45616707261485,-0.44256983694705015,16798,0.9101589905792906,122.35884416407956,4.819763335074634,66.62896220120959,-39.78773832125737,6.28566475863232,24.12140193264631,2.2029151524494823,2.3962009936839,158.3110033059542,90.00051787806125,16.105945305212213,True,True,True,False,False,False,False,False,False,lift,False,1.4941240206024977,True,0.1096328183804501,0.018108317195477466,0.062,
A-30ml-f0.50-p+0.0-diagonal-y0-x+0.0-y+0.0,A,approach,30,0.5,0,diagonal,0,0,0,20,31.74802103936399,24.22512009302666,13.950680844635034,32.70782143949743,False,71.03,28.4,459261,35016,96649,2364,0,0,0,0,0,0,0,,8.638499999999066,,4.812022057238835,1.205609368005658,7.007585038359548,40.37347525521146,40.60154996848948,99.08747379825033,4.258125150918661,35016,82.14160183928571,5.833063404955595,1.9728743738355063,39.80445771878141,-13.609347090482421,0.587297194167113,25.523863158366886,,176.0366972234034,72.39241219230918,3.502916716668017,66.4374442058306,True,True,True,False,True,False,False,False,False,lift,False,-0.05384145333628713,False,,,0.0,
A-30ml-f0.50-p+0.0-above-y0-x+6.0-y+0.0,A,dx,30,0.5,0,above,0,6,0,20,31.74802103936399,24.22512009302666,13.950680844635034,32.70782143949743,False,50.88,28.4,197420,54578,92162,2347,0,0,0,105738,0,0,0,,7.899999999998341,,11.294978325238624,17.779610685858128,9.809728862963864,40.27861740730139,40.60154996848948,99.44954008618652,6.730631794676818,54578,52.45401392285566,1.0920605890283734,5.979460706557116,18.224806920934824,8.632229495616455,6.755387574457241,24.004802557564425,,167.33076947704552,14.36949574560728,2.496215515071256,100.83422066111078,True,True,True,False,True,True,False,False,False,lift,False,0.2969583581695758,False,,,0.0,
A-30ml-f0.50-p+0.0-side-y0-x+0.0-y+0.0,A,approach,30,0.5,0,side,0,0,0,20,31.74802103936399,24.22512009302666,13.950680844635034,32.70782143949743,False,73.7,28.4,442545,56565,88362,2365,0,0,0,0,0,0,0,,8.618499999999042,,4.81113690380238,1.2100934036485689,9.599763141822205,40.37346159373538,40.60154996848948,99.08750558638013,4.22657744755902,56565,82.49494607348821,5.478108983479457,1.9430799613154808,39.76406195335759,-13.568843589052888,0.5982486109147999,25.521179471227992,,72.22700962854272,22.479701429556446,16.938222043634486,4.084402239520039,True,True,True,False,True,False,False,False,False,lift,False,-0.055890756582327325,False,,,0.0,
A-20ml-f0.80-p+0.0-above-y0-x-3.0-y+0.0,A,dx,20,0.8,0,above,0,-3,0,18,27.734450974025386,34.713620775170696,14.7062261925228,51.237702897736995,False,153.54,28.4,547544,11159,22295,0,0,0,0,145516,0,0,0,,21.26599999999579,,3.0202424579226936,5.0669650847102785,9.807943277122183,31.957512924457102,32.30932106331029,99.43385111997958,-1.3776588749680116,11159,2.533073161289265,124.82431575822346,4.3485533219391685,59.34793467453273,-22.870250612096743,1.919090109393304,7.996107387015629,,15.210421936382946,10.217721553287582,2.7491680410126857,99.98229631251141,True,True,True,False,False,False,False,False,False,lift,False,-0.6344571721427212,False,,,0.0,
